customer_id,customer_rating,review_text,sentiment
78,2,customer service was unhelpful.,negative
79,1,very disappointed with the quality.,negative
80,2,very disappointed with the quality.,negative
81,4,very satisfied with the quality.,positive
82,3,"delivery was fine, product is decent.",neutral
83,2,customer service was unhelpful.,negative
84,1,very disappointed with the quality.,negative
85,1,late delivery and poor packaging.,negative
86,5,very satisfied with the quality.,positive
87,5,very satisfied with the quality.,positive
88,5,great value for money.,positive
89,3,average experience overall.,neutral
90,1,not worth the price.,negative
91,4,"amazing experience, highly recommend!",positive
92,3,average experience overall.,neutral
93,4,excellent product! exceeded expectations.,positive
94,3,"delivery was fine, product is decent.",neutral
95,2,customer service was unhelpful.,negative
96,4,fast delivery and great packaging.,positive
97,5,fast delivery and great packaging.,positive
98,2,very disappointed with the quality.,negative
99,2,product stopped working after few days.,negative
100,1,product stopped working after few days.,negative
101,4,"amazing experience, highly recommend!",positive
102,1,customer service was unhelpful.,negative
103,4,fast delivery and great packaging.,positive
104,4,very satisfied with the quality.,positive
105,2,product stopped working after few days.,negative
106,3,works fine but could be better.,neutral
107,2,late delivery and poor packaging.,negative
108,4,excellent product! exceeded expectations.,positive
109,1,late delivery and poor packaging.,negative
110,3,"product is okay, nothing special.",neutral
111,3,"product is okay, nothing special.",neutral
112,4,"amazing experience, highly recommend!",positive
113,5,"amazing experience, highly recommend!",positive
114,4,very satisfied with the quality.,positive
115,2,late delivery and poor packaging.,negative
116,2,not worth the price.,negative
117,3,"product is okay, nothing special.",neutral
118,4,great value for money.,positive
119,2,product stopped working after few days.,negative
120,2,late delivery and poor packaging.,negative
121,4,fast delivery and great packaging.,positive
122,1,not worth the price.,negative
123,5,great value for money.,positive
124,5,very satisfied with the quality.,positive
125,1,very disappointed with the quality.,negative
126,4,fast delivery and great packaging.,positive
127,3,neutral about the quality.,neutral
128,4,very satisfied with the quality.,positive
129,4,great value for money.,positive
130,2,very disappointed with the quality.,negative
131,5,very satisfied with the quality.,positive
132,4,excellent product! exceeded expectations.,positive
133,4,fast delivery and great packaging.,positive
134,2,customer service was unhelpful.,negative
135,2,product stopped working after few days.,negative
136,2,product stopped working after few days.,negative
137,2,late delivery and poor packaging.,negative
138,2,very disappointed with the quality.,negative
139,4,great value for money.,positive
140,4,great value for money.,positive
141,2,customer service was unhelpful.,negative
142,2,product stopped working after few days.,negative
143,4,"amazing experience, highly recommend!",positive
144,1,late delivery and poor packaging.,negative
145,3,"product is okay, nothing special.",neutral
146,2,late delivery and poor packaging.,negative
147,3,"delivery was fine, product is decent.",neutral
148,3,neutral about the quality.,neutral
149,1,very disappointed with the quality.,negative
150,2,late delivery and poor packaging.,negative
151,3,neutral about the quality.,neutral
152,4,great value for money.,positive
153,5,fast delivery and great packaging.,positive
154,1,customer service was unhelpful.,negative
155,4,"amazing experience, highly recommend!",positive
156,4,"amazing experience, highly recommend!",positive
157,1,product stopped working after few days.,negative
158,2,very disappointed with the quality.,negative
159,1,product stopped working after few days.,negative
160,1,late delivery and poor packaging.,negative
161,2,not worth the price.,negative
162,2,customer service was unhelpful.,negative
163,4,great value for money.,positive
164,1,product stopped working after few days.,negative
165,1,very disappointed with the quality.,negative
166,5,fast delivery and great packaging.,positive
167,3,"delivery was fine, product is decent.",neutral
168,2,very disappointed with the quality.,negative
169,5,"amazing experience, highly recommend!",positive
170,5,fast delivery and great packaging.,positive
171,1,customer service was unhelpful.,negative
172,2,very disappointed with the quality.,negative
173,3,"product is okay, nothing special.",neutral
174,1,customer service was unhelpful.,negative
175,4,fast delivery and great packaging.,positive
176,1,late delivery and poor packaging.,negative
177,5,"amazing experience, highly recommend!",positive
178,2,not worth the price.,negative
179,3,neutral about the quality.,neutral
180,5,very satisfied with the quality.,positive
181,3,neutral about the quality.,neutral
182,3,"delivery was fine, product is decent.",neutral
183,5,great value for money.,positive
184,4,"amazing experience, highly recommend!",positive
185,3,neutral about the quality.,neutral
186,3,"product is okay, nothing special.",neutral
187,4,"amazing experience, highly recommend!",positive
188,2,customer service was unhelpful.,negative
189,1,very disappointed with the quality.,negative
190,4,excellent product! exceeded expectations.,positive
191,4,"amazing experience, highly recommend!",positive
192,3,average experience overall.,neutral
193,2,not worth the price.,negative
194,1,customer service was unhelpful.,negative
195,1,customer service was unhelpful.,negative
196,3,"product is okay, nothing special.",neutral
197,1,very disappointed with the quality.,negative
198,4,very satisfied with the quality.,positive
199,1,product stopped working after few days.,negative
200,2,product stopped working after few days.,negative
201,5,"amazing experience, highly recommend!",positive
202,2,not worth the price.,negative
203,3,average experience overall.,neutral
204,4,excellent product! exceeded expectations.,positive
205,1,late delivery and poor packaging.,negative
206,2,customer service was unhelpful.,negative
207,3,average experience overall.,neutral
208,2,product stopped working after few days.,negative
209,5,excellent product! exceeded expectations.,positive
210,4,"amazing experience, highly recommend!",positive
211,1,customer service was unhelpful.,negative
212,5,excellent product! exceeded expectations.,positive
213,2,not worth the price.,negative
214,1,very disappointed with the quality.,negative
215,4,"amazing experience, highly recommend!",positive
216,2,not worth the price.,negative
217,1,very disappointed with the quality.,negative
218,1,not worth the price.,negative
219,4,fast delivery and great packaging.,positive
220,3,"product is okay, nothing special.",neutral
221,3,"delivery was fine, product is decent.",neutral
222,2,not worth the price.,negative
223,2,late delivery and poor packaging.,negative
224,5,"amazing experience, highly recommend!",positive
225,3,neutral about the quality.,neutral
226,5,excellent product! exceeded expectations.,positive
227,3,"delivery was fine, product is decent.",neutral
228,1,late delivery and poor packaging.,negative
229,3,"product is okay, nothing special.",neutral
230,5,great value for money.,positive
231,1,very disappointed with the quality.,negative
232,2,late delivery and poor packaging.,negative
233,3,"delivery was fine, product is decent.",neutral
234,2,late delivery and poor packaging.,negative
235,4,"amazing experience, highly recommend!",positive
236,5,great value for money.,positive
237,4,excellent product! exceeded expectations.,positive
238,2,late delivery and poor packaging.,negative
239,5,excellent product! exceeded expectations.,positive
240,1,not worth the price.,negative
241,4,very satisfied with the quality.,positive
242,1,product stopped working after few days.,negative
243,1,customer service was unhelpful.,negative
244,2,product stopped working after few days.,negative
245,1,not worth the price.,negative
246,5,fast delivery and great packaging.,positive
247,4,"amazing experience, highly recommend!",positive
248,1,customer service was unhelpful.,negative
249,4,great value for money.,positive
250,1,customer service was unhelpful.,negative
251,4,very satisfied with the quality.,positive
252,5,"amazing experience, highly recommend!",positive
253,1,not worth the price.,negative
254,3,neutral about the quality.,neutral
255,4,"amazing experience, highly recommend!",positive
256,5,very satisfied with the quality.,positive
257,4,excellent product! exceeded expectations.,positive
258,2,late delivery and poor packaging.,negative
259,1,late delivery and poor packaging.,negative
260,3,neutral about the quality.,neutral
261,3,"delivery was fine, product is decent.",neutral
262,5,very satisfied with the quality.,positive
263,3,"product is okay, nothing special.",neutral
264,5,"amazing experience, highly recommend!",positive
265,3,"product is okay, nothing special.",neutral
266,1,very disappointed with the quality.,negative
267,1,customer service was unhelpful.,negative
268,4,very satisfied with the quality.,positive
269,1,not worth the price.,negative
270,3,neutral about the quality.,neutral
271,4,excellent product! exceeded expectations.,positive
272,1,product stopped working after few days.,negative
273,1,not worth the price.,negative
274,1,customer service was unhelpful.,negative
275,2,customer service was unhelpful.,negative
276,3,"product is okay, nothing special.",neutral
277,3,neutral about the quality.,neutral
278,1,not worth the price.,negative
279,3,neutral about the quality.,neutral
280,5,great value for money.,positive
281,2,very disappointed with the quality.,negative
282,2,not worth the price.,negative
283,1,late delivery and poor packaging.,negative
284,3,"delivery was fine, product is decent.",neutral
285,1,late delivery and poor packaging.,negative
286,4,excellent product! exceeded expectations.,positive
287,3,works fine but could be better.,neutral
288,3,works fine but could be better.,neutral
289,1,product stopped working after few days.,negative
290,2,customer service was unhelpful.,negative
291,3,works fine but could be better.,neutral
292,4,excellent product! exceeded expectations.,positive
293,5,"amazing experience, highly recommend!",positive
294,1,product stopped working after few days.,negative
295,5,great value for money.,positive
296,3,average experience overall.,neutral
297,3,"delivery was fine, product is decent.",neutral
298,5,great value for money.,positive
299,2,very disappointed with the quality.,negative
300,4,"amazing experience, highly recommend!",positive
301,3,"product is okay, nothing special.",neutral
302,2,late delivery and poor packaging.,negative
303,2,product stopped working after few days.,negative
304,5,great value for money.,positive
305,4,great value for money.,positive
306,5,great value for money.,positive
307,4,great value for money.,positive
308,2,very disappointed with the quality.,negative
309,5,great value for money.,positive
310,5,fast delivery and great packaging.,positive
311,4,fast delivery and great packaging.,positive
312,3,works fine but could be better.,neutral
313,3,"product is okay, nothing special.",neutral
314,5,fast delivery and great packaging.,positive
315,2,late delivery and poor packaging.,negative
316,3,average experience overall.,neutral
317,5,great value for money.,positive
318,1,late delivery and poor packaging.,negative
319,3,"delivery was fine, product is decent.",neutral
320,1,late delivery and poor packaging.,negative
321,5,"amazing experience, highly recommend!",positive
322,3,"product is okay, nothing special.",neutral
323,3,"delivery was fine, product is decent.",neutral
324,1,late delivery and poor packaging.,negative
325,1,product stopped working after few days.,negative
326,4,great value for money.,positive
327,5,great value for money.,positive
328,2,product stopped working after few days.,negative
329,4,excellent product! exceeded expectations.,positive
330,1,late delivery and poor packaging.,negative
331,1,customer service was unhelpful.,negative
332,4,excellent product! exceeded expectations.,positive
333,2,late delivery and poor packaging.,negative
334,4,great value for money.,positive
335,4,great value for money.,positive
336,1,customer service was unhelpful.,negative
337,4,"amazing experience, highly recommend!",positive
338,1,customer service was unhelpful.,negative
339,3,average experience overall.,neutral
340,4,"amazing experience, highly recommend!",positive
341,3,"product is okay, nothing special.",neutral
342,1,very disappointed with the quality.,negative
343,4,very satisfied with the quality.,positive
344,1,late delivery and poor packaging.,negative
345,5,fast delivery and great packaging.,positive
346,5,great value for money.,positive
347,5,very satisfied with the quality.,positive
348,2,product stopped working after few days.,negative
349,1,very disappointed with the quality.,negative
350,5,excellent product! exceeded expectations.,positive
351,4,excellent product! exceeded expectations.,positive
352,3,neutral about the quality.,neutral
353,2,late delivery and poor packaging.,negative
354,5,fast delivery and great packaging.,positive
355,2,late delivery and poor packaging.,negative
356,3,"delivery was fine, product is decent.",neutral
357,4,very satisfied with the quality.,positive
358,4,excellent product! exceeded expectations.,positive
359,2,customer service was unhelpful.,negative
360,5,excellent product! exceeded expectations.,positive
361,3,neutral about the quality.,neutral
362,2,very disappointed with the quality.,negative
363,1,very disappointed with the quality.,negative
364,1,late delivery and poor packaging.,negative
365,1,late delivery and poor packaging.,negative
366,3,neutral about the quality.,neutral
367,5,excellent product! exceeded expectations.,positive
368,4,fast delivery and great packaging.,positive
369,1,customer service was unhelpful.,negative
370,3,neutral about the quality.,neutral
371,2,customer service was unhelpful.,negative
372,5,"amazing experience, highly recommend!",positive
373,2,very disappointed with the quality.,negative
374,2,product stopped working after few days.,negative
375,4,great value for money.,positive
376,1,very disappointed with the quality.,negative
377,2,late delivery and poor packaging.,negative
378,2,product stopped working after few days.,negative
379,3,works fine but could be better.,neutral
380,2,not worth the price.,negative
381,5,very satisfied with the quality.,positive
382,2,customer service was unhelpful.,negative
383,2,not worth the price.,negative
384,2,not worth the price.,negative
385,3,average experience overall.,neutral
386,2,not worth the price.,negative
387,4,very satisfied with the quality.,positive
388,1,very disappointed with the quality.,negative
389,1,not worth the price.,negative
390,3,works fine but could be better.,neutral
391,3,neutral about the quality.,neutral
392,4,excellent product! exceeded expectations.,positive
393,1,product stopped working after few days.,negative
394,5,excellent product! exceeded expectations.,positive
395,3,neutral about the quality.,neutral
396,2,not worth the price.,negative
397,4,great value for money.,positive
398,4,fast delivery and great packaging.,positive
399,5,fast delivery and great packaging.,positive
400,3,"delivery was fine, product is decent.",neutral
401,4,excellent product! exceeded expectations.,positive
402,5,fast delivery and great packaging.,positive
403,5,great value for money.,positive
404,4,great value for money.,positive
405,2,product stopped working after few days.,negative
406,1,late delivery and poor packaging.,negative
407,1,very disappointed with the quality.,negative
408,2,product stopped working after few days.,negative
409,3,works fine but could be better.,neutral
410,4,very satisfied with the quality.,positive
411,1,customer service was unhelpful.,negative
412,4,great value for money.,positive
413,5,"amazing experience, highly recommend!",positive
414,1,product stopped working after few days.,negative
415,5,very satisfied with the quality.,positive
416,4,excellent product! exceeded expectations.,positive
417,1,product stopped working after few days.,negative
418,1,customer service was unhelpful.,negative
419,4,excellent product! exceeded expectations.,positive
420,5,very satisfied with the quality.,positive
421,4,excellent product! exceeded expectations.,positive
422,5,great value for money.,positive
423,2,customer service was unhelpful.,negative
424,5,great value for money.,positive
425,5,excellent product! exceeded expectations.,positive
426,5,excellent product! exceeded expectations.,positive
427,1,product stopped working after few days.,negative
428,5,"amazing experience, highly recommend!",positive
429,3,"product is okay, nothing special.",neutral
430,2,product stopped working after few days.,negative
431,4,excellent product! exceeded expectations.,positive
432,3,average experience overall.,neutral
433,2,customer service was unhelpful.,negative
434,1,not worth the price.,negative
435,5,"amazing experience, highly recommend!",positive
436,3,average experience overall.,neutral
437,4,"amazing experience, highly recommend!",positive
438,1,very disappointed with the quality.,negative
439,2,not worth the price.,negative
440,4,"amazing experience, highly recommend!",positive
441,2,not worth the price.,negative
442,1,product stopped working after few days.,negative
443,2,customer service was unhelpful.,negative
444,5,excellent product! exceeded expectations.,positive
445,5,great value for money.,positive
446,5,very satisfied with the quality.,positive
447,2,very disappointed with the quality.,negative
448,5,excellent product! exceeded expectations.,positive
449,5,great value for money.,positive
450,1,product stopped working after few days.,negative
451,2,customer service was unhelpful.,negative
452,5,great value for money.,positive
453,1,very disappointed with the quality.,negative
454,2,product stopped working after few days.,negative
455,5,"amazing experience, highly recommend!",positive
456,1,not worth the price.,negative
457,4,very satisfied with the quality.,positive
458,4,excellent product! exceeded expectations.,positive
459,2,customer service was unhelpful.,negative
460,1,product stopped working after few days.,negative
461,1,late delivery and poor packaging.,negative
462,5,great value for money.,positive
463,2,very disappointed with the quality.,negative
464,5,"amazing experience, highly recommend!",positive
465,3,works fine but could be better.,neutral
466,3,average experience overall.,neutral
467,4,great value for money.,positive
468,3,average experience overall.,neutral
469,5,"amazing experience, highly recommend!",positive
470,5,excellent product! exceeded expectations.,positive
471,4,excellent product! exceeded expectations.,positive
472,4,fast delivery and great packaging.,positive
473,4,"amazing experience, highly recommend!",positive
474,1,customer service was unhelpful.,negative
475,2,customer service was unhelpful.,negative
476,3,"delivery was fine, product is decent.",neutral
477,1,product stopped working after few days.,negative
478,3,works fine but could be better.,neutral
479,4,very satisfied with the quality.,positive
480,5,excellent product! exceeded expectations.,positive
481,4,excellent product! exceeded expectations.,positive
482,5,great value for money.,positive
483,4,"amazing experience, highly recommend!",positive
484,3,"product is okay, nothing special.",neutral
485,4,very satisfied with the quality.,positive
486,1,late delivery and poor packaging.,negative
487,5,fast delivery and great packaging.,positive
488,4,great value for money.,positive
489,4,"amazing experience, highly recommend!",positive
490,3,neutral about the quality.,neutral
491,4,fast delivery and great packaging.,positive
492,3,works fine but could be better.,neutral
493,5,very satisfied with the quality.,positive
494,5,excellent product! exceeded expectations.,positive
495,1,customer service was unhelpful.,negative
496,5,very satisfied with the quality.,positive
497,4,great value for money.,positive
498,3,neutral about the quality.,neutral
499,3,works fine but could be better.,neutral
500,5,excellent product! exceeded expectations.,positive
501,3,"delivery was fine, product is decent.",neutral
502,2,late delivery and poor packaging.,negative
503,4,fast delivery and great packaging.,positive
504,1,not worth the price.,negative
505,2,not worth the price.,negative
506,4,very satisfied with the quality.,positive
507,3,neutral about the quality.,neutral
508,3,works fine but could be better.,neutral
509,1,very disappointed with the quality.,negative
510,4,very satisfied with the quality.,positive
511,2,late delivery and poor packaging.,negative
512,1,late delivery and poor packaging.,negative
513,2,very disappointed with the quality.,negative
514,3,works fine but could be better.,neutral
515,1,product stopped working after few days.,negative
516,4,very satisfied with the quality.,positive
517,4,"amazing experience, highly recommend!",positive
518,3,works fine but could be better.,neutral
519,3,"delivery was fine, product is decent.",neutral
520,2,very disappointed with the quality.,negative
521,3,"delivery was fine, product is decent.",neutral
522,3,"delivery was fine, product is decent.",neutral
523,3,works fine but could be better.,neutral
524,3,"product is okay, nothing special.",neutral
525,2,very disappointed with the quality.,negative
526,3,works fine but could be better.,neutral
527,2,very disappointed with the quality.,negative
528,3,average experience overall.,neutral
529,4,excellent product! exceeded expectations.,positive
530,3,"delivery was fine, product is decent.",neutral
531,2,product stopped working after few days.,negative
532,2,product stopped working after few days.,negative
533,5,very satisfied with the quality.,positive
534,1,very disappointed with the quality.,negative
535,5,excellent product! exceeded expectations.,positive
536,1,not worth the price.,negative
537,4,excellent product! exceeded expectations.,positive
538,3,"delivery was fine, product is decent.",neutral
539,4,fast delivery and great packaging.,positive
540,5,"amazing experience, highly recommend!",positive
541,5,excellent product! exceeded expectations.,positive
542,4,excellent product! exceeded expectations.,positive
543,3,"delivery was fine, product is decent.",neutral
544,3,average experience overall.,neutral
545,4,fast delivery and great packaging.,positive
546,4,fast delivery and great packaging.,positive
547,3,"product is okay, nothing special.",neutral
548,5,great value for money.,positive
549,2,customer service was unhelpful.,negative
550,5,great value for money.,positive
551,4,very satisfied with the quality.,positive
552,5,very satisfied with the quality.,positive
553,2,late delivery and poor packaging.,negative
554,1,not worth the price.,negative
555,2,customer service was unhelpful.,negative
556,4,very satisfied with the quality.,positive
557,5,"amazing experience, highly recommend!",positive
558,4,great value for money.,positive
559,2,not worth the price.,negative
560,1,very disappointed with the quality.,negative
561,3,works fine but could be better.,neutral
562,2,very disappointed with the quality.,negative
563,2,customer service was unhelpful.,negative
564,1,product stopped working after few days.,negative
565,3,average experience overall.,neutral
566,2,customer service was unhelpful.,negative
567,1,customer service was unhelpful.,negative
568,3,neutral about the quality.,neutral
569,1,very disappointed with the quality.,negative
570,1,customer service was unhelpful.,negative
571,4,fast delivery and great packaging.,positive
572,3,average experience overall.,neutral
573,1,not worth the price.,negative
574,1,late delivery and poor packaging.,negative
575,1,late delivery and poor packaging.,negative
576,5,"amazing experience, highly recommend!",positive
577,3,"delivery was fine, product is decent.",neutral
578,1,not worth the price.,negative
579,2,very disappointed with the quality.,negative
580,3,works fine but could be better.,neutral
581,1,late delivery and poor packaging.,negative
582,2,very disappointed with the quality.,negative
583,3,neutral about the quality.,neutral
584,3,"product is okay, nothing special.",neutral
585,5,very satisfied with the quality.,positive
586,2,customer service was unhelpful.,negative
587,1,late delivery and poor packaging.,negative
588,5,very satisfied with the quality.,positive
589,5,fast delivery and great packaging.,positive
590,4,very satisfied with the quality.,positive
591,5,great value for money.,positive
592,1,customer service was unhelpful.,negative
593,3,"product is okay, nothing special.",neutral
594,5,"amazing experience, highly recommend!",positive
595,1,customer service was unhelpful.,negative
596,3,"delivery was fine, product is decent.",neutral
597,1,very disappointed with the quality.,negative
598,1,late delivery and poor packaging.,negative
599,4,very satisfied with the quality.,positive
600,3,average experience overall.,neutral
601,3,average experience overall.,neutral
602,1,not worth the price.,negative
603,2,product stopped working after few days.,negative
604,3,average experience overall.,neutral
605,3,average experience overall.,neutral
606,2,very disappointed with the quality.,negative
607,5,great value for money.,positive
608,1,very disappointed with the quality.,negative
609,3,"delivery was fine, product is decent.",neutral
610,4,great value for money.,positive
611,3,average experience overall.,neutral
612,2,late delivery and poor packaging.,negative
613,3,average experience overall.,neutral
614,4,very satisfied with the quality.,positive
615,3,"delivery was fine, product is decent.",neutral
616,5,excellent product! exceeded expectations.,positive
617,4,great value for money.,positive
618,2,product stopped working after few days.,negative
619,4,fast delivery and great packaging.,positive
620,2,customer service was unhelpful.,negative
621,2,customer service was unhelpful.,negative
622,1,product stopped working after few days.,negative
623,4,fast delivery and great packaging.,positive
624,3,"product is okay, nothing special.",neutral
625,5,excellent product! exceeded expectations.,positive
626,5,great value for money.,positive
627,2,late delivery and poor packaging.,negative
628,1,not worth the price.,negative
629,4,very satisfied with the quality.,positive
630,1,very disappointed with the quality.,negative
631,4,"amazing experience, highly recommend!",positive
632,4,fast delivery and great packaging.,positive
633,4,fast delivery and great packaging.,positive
634,4,excellent product! exceeded expectations.,positive
635,2,not worth the price.,negative
636,1,customer service was unhelpful.,negative
637,4,excellent product! exceeded expectations.,positive
638,1,not worth the price.,negative
639,3,works fine but could be better.,neutral
640,1,very disappointed with the quality.,negative
641,2,product stopped working after few days.,negative
642,1,not worth the price.,negative
643,2,very disappointed with the quality.,negative
644,3,average experience overall.,neutral
645,1,not worth the price.,negative
646,1,very disappointed with the quality.,negative
647,4,"amazing experience, highly recommend!",positive
648,2,late delivery and poor packaging.,negative
649,3,works fine but could be better.,neutral
650,5,very satisfied with the quality.,positive
651,1,customer service was unhelpful.,negative
652,1,very disappointed with the quality.,negative
653,2,late delivery and poor packaging.,negative
654,4,"amazing experience, highly recommend!",positive
655,5,excellent product! exceeded expectations.,positive
656,2,very disappointed with the quality.,negative
657,2,very disappointed with the quality.,negative
658,3,works fine but could be better.,neutral
659,3,works fine but could be better.,neutral
660,5,"amazing experience, highly recommend!",positive
661,2,product stopped working after few days.,negative
662,3,neutral about the quality.,neutral
663,5,"amazing experience, highly recommend!",positive
664,1,very disappointed with the quality.,negative
665,4,fast delivery and great packaging.,positive
666,4,"amazing experience, highly recommend!",positive
667,2,not worth the price.,negative
668,3,works fine but could be better.,neutral
669,5,"amazing experience, highly recommend!",positive
670,4,very satisfied with the quality.,positive
671,4,"amazing experience, highly recommend!",positive
672,1,very disappointed with the quality.,negative
673,2,very disappointed with the quality.,negative
674,2,customer service was unhelpful.,negative
675,4,great value for money.,positive
676,5,great value for money.,positive
677,3,works fine but could be better.,neutral
678,3,works fine but could be better.,neutral
679,5,excellent product! exceeded expectations.,positive
680,3,average experience overall.,neutral
681,4,great value for money.,positive
682,4,fast delivery and great packaging.,positive
683,5,very satisfied with the quality.,positive
684,3,"delivery was fine, product is decent.",neutral
685,2,very disappointed with the quality.,negative
686,4,fast delivery and great packaging.,positive
687,1,late delivery and poor packaging.,negative
688,2,very disappointed with the quality.,negative
689,1,customer service was unhelpful.,negative
690,5,"amazing experience, highly recommend!",positive
691,5,fast delivery and great packaging.,positive
692,1,product stopped working after few days.,negative
693,2,not worth the price.,negative
694,3,neutral about the quality.,neutral
695,5,great value for money.,positive
696,5,excellent product! exceeded expectations.,positive
697,3,neutral about the quality.,neutral
698,4,"amazing experience, highly recommend!",positive
699,2,very disappointed with the quality.,negative
700,3,"delivery was fine, product is decent.",neutral
701,5,"amazing experience, highly recommend!",positive
702,5,very satisfied with the quality.,positive
703,3,"delivery was fine, product is decent.",neutral
704,1,very disappointed with the quality.,negative
705,2,very disappointed with the quality.,negative
706,3,neutral about the quality.,neutral
707,2,not worth the price.,negative
708,5,"amazing experience, highly recommend!",positive
709,3,works fine but could be better.,neutral
710,4,great value for money.,positive
711,4,"amazing experience, highly recommend!",positive
712,2,product stopped working after few days.,negative
713,5,great value for money.,positive
714,5,fast delivery and great packaging.,positive
715,2,very disappointed with the quality.,negative
716,4,very satisfied with the quality.,positive
717,3,"delivery was fine, product is decent.",neutral
718,5,excellent product! exceeded expectations.,positive
719,4,"amazing experience, highly recommend!",positive
720,3,"product is okay, nothing special.",neutral
721,5,excellent product! exceeded expectations.,positive
722,1,very disappointed with the quality.,negative
723,5,fast delivery and great packaging.,positive
724,5,"amazing experience, highly recommend!",positive
725,4,"amazing experience, highly recommend!",positive
726,5,fast delivery and great packaging.,positive
727,2,very disappointed with the quality.,negative
728,3,"product is okay, nothing special.",neutral
729,1,late delivery and poor packaging.,negative
730,1,very disappointed with the quality.,negative
731,3,average experience overall.,neutral
732,5,"amazing experience, highly recommend!",positive
733,3,"delivery was fine, product is decent.",neutral
734,4,great value for money.,positive
735,5,"amazing experience, highly recommend!",positive
736,1,product stopped working after few days.,negative
737,1,very disappointed with the quality.,negative
738,3,"product is okay, nothing special.",neutral
739,1,product stopped working after few days.,negative
740,5,fast delivery and great packaging.,positive
741,2,customer service was unhelpful.,negative
742,3,"product is okay, nothing special.",neutral
743,1,not worth the price.,negative
744,4,very satisfied with the quality.,positive
745,5,"amazing experience, highly recommend!",positive
746,4,excellent product! exceeded expectations.,positive
747,3,"product is okay, nothing special.",neutral
748,3,"product is okay, nothing special.",neutral
749,3,"product is okay, nothing special.",neutral
750,4,very satisfied with the quality.,positive
751,1,not worth the price.,negative
752,1,customer service was unhelpful.,negative
753,3,average experience overall.,neutral
754,2,customer service was unhelpful.,negative
755,5,fast delivery and great packaging.,positive
756,5,very satisfied with the quality.,positive
757,5,excellent product! exceeded expectations.,positive
758,2,very disappointed with the quality.,negative
759,2,not worth the price.,negative
760,3,"product is okay, nothing special.",neutral
761,4,"amazing experience, highly recommend!",positive
762,1,product stopped working after few days.,negative
763,4,very satisfied with the quality.,positive
764,5,fast delivery and great packaging.,positive
765,5,excellent product! exceeded expectations.,positive
766,2,customer service was unhelpful.,negative
767,3,"delivery was fine, product is decent.",neutral
768,3,works fine but could be better.,neutral
769,2,not worth the price.,negative
770,2,very disappointed with the quality.,negative
771,2,customer service was unhelpful.,negative
772,2,product stopped working after few days.,negative
773,2,very disappointed with the quality.,negative
774,1,very disappointed with the quality.,negative
775,3,"delivery was fine, product is decent.",neutral
