id_cliente,calificacion,texto_de_review,opinion
371,2,customer service was unhelpful.,0
372,5,"amazing experience, highly recommend!",1
373,2,very disappointed with the quality.,0
374,2,product stopped working after few days.,0
375,4,great value for money.,1
376,1,very disappointed with the quality.,0
377,2,late delivery and poor packaging.,0
378,2,product stopped working after few days.,0
379,3,works fine but could be better.,0
380,2,not worth the price.,0
381,5,very satisfied with the quality.,1
382,2,customer service was unhelpful.,0
383,2,not worth the price.,0
384,2,not worth the price.,0
385,3,average experience overall.,0
386,2,not worth the price.,0
387,4,very satisfied with the quality.,1
388,1,very disappointed with the quality.,0
389,1,not worth the price.,0
390,3,works fine but could be better.,0
391,3,neutral about the quality.,0
392,4,excellent product! exceeded expectations.,1
393,1,product stopped working after few days.,0
394,5,excellent product! exceeded expectations.,1
395,3,neutral about the quality.,0
396,2,not worth the price.,0
397,4,great value for money.,1
398,4,fast delivery and great packaging.,1
399,5,fast delivery and great packaging.,1
400,3,"delivery was fine, product is decent.",0
401,4,excellent product! exceeded expectations.,1
402,5,fast delivery and great packaging.,1
403,5,great value for money.,1
404,4,great value for money.,1
405,2,product stopped working after few days.,0
406,1,late delivery and poor packaging.,0
407,1,very disappointed with the quality.,0
408,2,product stopped working after few days.,0
409,3,works fine but could be better.,0
410,4,very satisfied with the quality.,1
411,1,customer service was unhelpful.,0
412,4,great value for money.,1
413,5,"amazing experience, highly recommend!",1
414,1,product stopped working after few days.,0
415,5,very satisfied with the quality.,1
416,4,excellent product! exceeded expectations.,1
417,1,product stopped working after few days.,0
418,1,customer service was unhelpful.,0
419,4,excellent product! exceeded expectations.,1
420,5,very satisfied with the quality.,1
421,4,excellent product! exceeded expectations.,1
422,5,great value for money.,1
423,2,customer service was unhelpful.,0
424,5,great value for money.,1
425,5,excellent product! exceeded expectations.,1
426,5,excellent product! exceeded expectations.,1
427,1,product stopped working after few days.,0
428,5,"amazing experience, highly recommend!",1
429,3,"product is okay, nothing special.",0
430,2,product stopped working after few days.,0
431,4,excellent product! exceeded expectations.,1
432,3,average experience overall.,0
433,2,customer service was unhelpful.,0
434,1,not worth the price.,0
435,5,"amazing experience, highly recommend!",1
436,3,average experience overall.,0
437,4,"amazing experience, highly recommend!",1
438,1,very disappointed with the quality.,0
439,2,not worth the price.,0
440,4,"amazing experience, highly recommend!",1
441,2,not worth the price.,0
442,1,product stopped working after few days.,0
443,2,customer service was unhelpful.,0
444,5,excellent product! exceeded expectations.,1
445,5,great value for money.,1
446,5,very satisfied with the quality.,1
447,2,very disappointed with the quality.,0
448,5,excellent product! exceeded expectations.,1
449,5,great value for money.,1
450,1,product stopped working after few days.,0
451,2,customer service was unhelpful.,0
452,5,great value for money.,1
453,1,very disappointed with the quality.,0
454,2,product stopped working after few days.,0
455,5,"amazing experience, highly recommend!",1
456,1,not worth the price.,0
457,4,very satisfied with the quality.,1
458,4,excellent product! exceeded expectations.,1
459,2,customer service was unhelpful.,0
460,1,product stopped working after few days.,0
461,1,late delivery and poor packaging.,0
462,5,great value for money.,1
463,2,very disappointed with the quality.,0
464,5,"amazing experience, highly recommend!",1
465,3,works fine but could be better.,0
466,3,average experience overall.,0
467,4,great value for money.,1
468,3,average experience overall.,0
469,5,"amazing experience, highly recommend!",1
470,5,excellent product! exceeded expectations.,1
471,4,excellent product! exceeded expectations.,1
472,4,fast delivery and great packaging.,1
473,4,"amazing experience, highly recommend!",1
474,1,customer service was unhelpful.,0
475,2,customer service was unhelpful.,0
476,3,"delivery was fine, product is decent.",0
477,1,product stopped working after few days.,0
478,3,works fine but could be better.,0
479,4,very satisfied with the quality.,1
480,5,excellent product! exceeded expectations.,1
481,4,excellent product! exceeded expectations.,1
482,5,great value for money.,1
483,4,"amazing experience, highly recommend!",1
484,3,"product is okay, nothing special.",0
485,4,very satisfied with the quality.,1
486,1,late delivery and poor packaging.,0
487,5,fast delivery and great packaging.,1
488,4,great value for money.,1
489,4,"amazing experience, highly recommend!",1
490,3,neutral about the quality.,0
491,4,fast delivery and great packaging.,1
492,3,works fine but could be better.,0
493,5,very satisfied with the quality.,1
494,5,excellent product! exceeded expectations.,1
495,1,customer service was unhelpful.,0
496,5,very satisfied with the quality.,1
497,4,great value for money.,1
498,3,neutral about the quality.,0
499,3,works fine but could be better.,0
500,5,excellent product! exceeded expectations.,1
501,3,"delivery was fine, product is decent.",0
502,2,late delivery and poor packaging.,0
503,4,fast delivery and great packaging.,1
504,1,not worth the price.,0
505,2,not worth the price.,0
506,4,very satisfied with the quality.,1
507,3,neutral about the quality.,0
508,3,works fine but could be better.,0
509,1,very disappointed with the quality.,0
510,4,very satisfied with the quality.,1
511,2,late delivery and poor packaging.,0
512,1,late delivery and poor packaging.,0
513,2,very disappointed with the quality.,0
514,3,works fine but could be better.,0
515,1,product stopped working after few days.,0
516,4,very satisfied with the quality.,1
517,4,"amazing experience, highly recommend!",1
518,3,works fine but could be better.,0
519,3,"delivery was fine, product is decent.",0
520,2,very disappointed with the quality.,0
521,3,"delivery was fine, product is decent.",0
522,3,"delivery was fine, product is decent.",0
523,3,works fine but could be better.,0
524,3,"product is okay, nothing special.",0
525,2,very disappointed with the quality.,0
526,3,works fine but could be better.,0
527,2,very disappointed with the quality.,0
528,3,average experience overall.,0
529,4,excellent product! exceeded expectations.,1
530,3,"delivery was fine, product is decent.",0
531,2,product stopped working after few days.,0
532,2,product stopped working after few days.,0
533,5,very satisfied with the quality.,1
534,1,very disappointed with the quality.,0
535,5,excellent product! exceeded expectations.,1
536,1,not worth the price.,0
537,4,excellent product! exceeded expectations.,1
538,3,"delivery was fine, product is decent.",0
539,4,fast delivery and great packaging.,1
540,5,"amazing experience, highly recommend!",1
541,5,excellent product! exceeded expectations.,1
542,4,excellent product! exceeded expectations.,1
543,3,"delivery was fine, product is decent.",0
544,3,average experience overall.,0
545,4,fast delivery and great packaging.,1
546,4,fast delivery and great packaging.,1
547,3,"product is okay, nothing special.",0
548,5,great value for money.,1
549,2,customer service was unhelpful.,0
550,5,great value for money.,1
551,4,very satisfied with the quality.,1
552,5,very satisfied with the quality.,1
553,2,late delivery and poor packaging.,0
554,1,not worth the price.,0
555,2,customer service was unhelpful.,0
556,4,very satisfied with the quality.,1
557,5,"amazing experience, highly recommend!",1
558,4,great value for money.,1
559,2,not worth the price.,0
560,1,very disappointed with the quality.,0
561,3,works fine but could be better.,0
562,2,very disappointed with the quality.,0
563,2,customer service was unhelpful.,0
564,1,product stopped working after few days.,0
565,3,average experience overall.,0
566,2,customer service was unhelpful.,0
567,1,customer service was unhelpful.,0
568,3,neutral about the quality.,0
569,1,very disappointed with the quality.,0
570,1,customer service was unhelpful.,0
571,4,fast delivery and great packaging.,1
572,3,average experience overall.,0
573,1,not worth the price.,0
574,1,late delivery and poor packaging.,0
575,1,late delivery and poor packaging.,0
576,5,"amazing experience, highly recommend!",1
577,3,"delivery was fine, product is decent.",0
578,1,not worth the price.,0
579,2,very disappointed with the quality.,0
580,3,works fine but could be better.,0
581,1,late delivery and poor packaging.,0
582,2,very disappointed with the quality.,0
583,3,neutral about the quality.,0
584,3,"product is okay, nothing special.",0
585,5,very satisfied with the quality.,1
586,2,customer service was unhelpful.,0
587,1,late delivery and poor packaging.,0
588,5,very satisfied with the quality.,1
589,5,fast delivery and great packaging.,1
590,4,very satisfied with the quality.,1
591,5,great value for money.,1
592,1,customer service was unhelpful.,0
593,3,"product is okay, nothing special.",0
594,5,"amazing experience, highly recommend!",1
595,1,customer service was unhelpful.,0
596,3,"delivery was fine, product is decent.",0
597,1,very disappointed with the quality.,0
598,1,late delivery and poor packaging.,0
599,4,very satisfied with the quality.,1
600,3,average experience overall.,0
601,3,average experience overall.,0
602,1,not worth the price.,0
603,2,product stopped working after few days.,0
604,3,average experience overall.,0
605,3,average experience overall.,0
606,2,very disappointed with the quality.,0
607,5,great value for money.,1
608,1,very disappointed with the quality.,0
609,3,"delivery was fine, product is decent.",0
610,4,great value for money.,1
611,3,average experience overall.,0
612,2,late delivery and poor packaging.,0
613,3,average experience overall.,0
614,4,very satisfied with the quality.,1
615,3,"delivery was fine, product is decent.",0
616,5,excellent product! exceeded expectations.,1
617,4,great value for money.,1
618,2,product stopped working after few days.,0
619,4,fast delivery and great packaging.,1
620,2,customer service was unhelpful.,0
621,2,customer service was unhelpful.,0
622,1,product stopped working after few days.,0
623,4,fast delivery and great packaging.,1
624,3,"product is okay, nothing special.",0
625,5,excellent product! exceeded expectations.,1
626,5,great value for money.,1
627,2,late delivery and poor packaging.,0
628,1,not worth the price.,0
629,4,very satisfied with the quality.,1
630,1,very disappointed with the quality.,0
631,4,"amazing experience, highly recommend!",1
632,4,fast delivery and great packaging.,1
633,4,fast delivery and great packaging.,1
634,4,excellent product! exceeded expectations.,1
635,2,not worth the price.,0
636,1,customer service was unhelpful.,0
637,4,excellent product! exceeded expectations.,1
638,1,not worth the price.,0
639,3,works fine but could be better.,0
640,1,very disappointed with the quality.,0
641,2,product stopped working after few days.,0
642,1,not worth the price.,0
643,2,very disappointed with the quality.,0
644,3,average experience overall.,0
645,1,not worth the price.,0
646,1,very disappointed with the quality.,0
647,4,"amazing experience, highly recommend!",1
648,2,late delivery and poor packaging.,0
649,3,works fine but could be better.,0
650,5,very satisfied with the quality.,1
651,1,customer service was unhelpful.,0
652,1,very disappointed with the quality.,0
653,2,late delivery and poor packaging.,0
654,4,"amazing experience, highly recommend!",1
655,5,excellent product! exceeded expectations.,1
656,2,very disappointed with the quality.,0
657,2,very disappointed with the quality.,0
658,3,works fine but could be better.,0
659,3,works fine but could be better.,0
660,5,"amazing experience, highly recommend!",1
661,2,product stopped working after few days.,0
662,3,neutral about the quality.,0
663,5,"amazing experience, highly recommend!",1
664,1,very disappointed with the quality.,0
665,4,fast delivery and great packaging.,1
666,4,"amazing experience, highly recommend!",1
667,2,not worth the price.,0
668,3,works fine but could be better.,0
669,5,"amazing experience, highly recommend!",1
670,4,very satisfied with the quality.,1
671,4,"amazing experience, highly recommend!",1
672,1,very disappointed with the quality.,0
673,2,very disappointed with the quality.,0
674,2,customer service was unhelpful.,0
675,4,great value for money.,1
676,5,great value for money.,1
677,3,works fine but could be better.,0
678,3,works fine but could be better.,0
679,5,excellent product! exceeded expectations.,1
680,3,average experience overall.,0
681,4,great value for money.,1
682,4,fast delivery and great packaging.,1
683,5,very satisfied with the quality.,1
684,3,"delivery was fine, product is decent.",0
685,2,very disappointed with the quality.,0
686,4,fast delivery and great packaging.,1
687,1,late delivery and poor packaging.,0
688,2,very disappointed with the quality.,0
689,1,customer service was unhelpful.,0
690,5,"amazing experience, highly recommend!",1
691,5,fast delivery and great packaging.,1
692,1,product stopped working after few days.,0
693,2,not worth the price.,0
694,3,neutral about the quality.,0
695,5,great value for money.,1
696,5,excellent product! exceeded expectations.,1
697,3,neutral about the quality.,0
698,4,"amazing experience, highly recommend!",1
699,2,very disappointed with the quality.,0
700,3,"delivery was fine, product is decent.",0
701,5,"amazing experience, highly recommend!",1
702,5,very satisfied with the quality.,1
703,3,"delivery was fine, product is decent.",0
704,1,very disappointed with the quality.,0
705,2,very disappointed with the quality.,0
706,3,neutral about the quality.,0
707,2,not worth the price.,0
708,5,"amazing experience, highly recommend!",1
709,3,works fine but could be better.,0
710,4,great value for money.,1
711,4,"amazing experience, highly recommend!",1
712,2,product stopped working after few days.,0
713,5,great value for money.,1
714,5,fast delivery and great packaging.,1
715,2,very disappointed with the quality.,0
716,4,very satisfied with the quality.,1
717,3,"delivery was fine, product is decent.",0
718,5,excellent product! exceeded expectations.,1
719,4,"amazing experience, highly recommend!",1
720,3,"product is okay, nothing special.",0
721,5,excellent product! exceeded expectations.,1
722,1,very disappointed with the quality.,0
723,5,fast delivery and great packaging.,1
724,5,"amazing experience, highly recommend!",1
725,4,"amazing experience, highly recommend!",1
726,5,fast delivery and great packaging.,1
727,2,very disappointed with the quality.,0
728,3,"product is okay, nothing special.",0
729,1,late delivery and poor packaging.,0
730,1,very disappointed with the quality.,0
731,3,average experience overall.,0
732,5,"amazing experience, highly recommend!",1
733,3,"delivery was fine, product is decent.",0
734,4,great value for money.,1
735,5,"amazing experience, highly recommend!",1
736,1,product stopped working after few days.,0
737,1,very disappointed with the quality.,0
738,3,"product is okay, nothing special.",0
739,1,product stopped working after few days.,0
740,5,fast delivery and great packaging.,1
741,2,customer service was unhelpful.,0
742,3,"product is okay, nothing special.",0
743,1,not worth the price.,0
744,4,very satisfied with the quality.,1
745,5,"amazing experience, highly recommend!",1
746,4,excellent product! exceeded expectations.,1
747,3,"product is okay, nothing special.",0
748,3,"product is okay, nothing special.",0
749,3,"product is okay, nothing special.",0
750,4,very satisfied with the quality.,1
751,1,not worth the price.,0
752,1,customer service was unhelpful.,0
753,3,average experience overall.,0
754,2,customer service was unhelpful.,0
755,5,fast delivery and great packaging.,1
756,5,very satisfied with the quality.,1
757,5,excellent product! exceeded expectations.,1
758,2,very disappointed with the quality.,0
759,2,not worth the price.,0
760,3,"product is okay, nothing special.",0
761,4,"amazing experience, highly recommend!",1
762,1,product stopped working after few days.,0
763,4,very satisfied with the quality.,1
764,5,fast delivery and great packaging.,1
765,5,excellent product! exceeded expectations.,1
766,2,customer service was unhelpful.,0
767,3,"delivery was fine, product is decent.",0
768,3,works fine but could be better.,0
769,2,not worth the price.,0
770,2,very disappointed with the quality.,0
771,2,customer service was unhelpful.,0
772,2,product stopped working after few days.,0
773,2,very disappointed with the quality.,0
774,1,very disappointed with the quality.,0
775,3,"delivery was fine, product is decent.",0
776,5,great value for money.,1
777,2,late delivery and poor packaging.,0
778,2,product stopped working after few days.,0
779,2,product stopped working after few days.,0
780,2,late delivery and poor packaging.,0
781,1,customer service was unhelpful.,0
782,1,late delivery and poor packaging.,0
783,2,not worth the price.,0
784,4,"amazing experience, highly recommend!",1
785,2,not worth the price.,0
786,1,very disappointed with the quality.,0
787,3,neutral about the quality.,0
788,4,excellent product! exceeded expectations.,1
789,4,"amazing experience, highly recommend!",1
790,3,works fine but could be better.,0
791,2,not worth the price.,0
792,4,"amazing experience, highly recommend!",1
793,5,great value for money.,1
794,1,customer service was unhelpful.,0
795,4,fast delivery and great packaging.,1
796,4,very satisfied with the quality.,1
797,2,very disappointed with the quality.,0
798,1,product stopped working after few days.,0
799,3,"product is okay, nothing special.",0
800,5,fast delivery and great packaging.,1
801,4,fast delivery and great packaging.,1
802,4,excellent product! exceeded expectations.,1
803,3,works fine but could be better.,0
804,1,customer service was unhelpful.,0
805,3,works fine but could be better.,0
806,3,neutral about the quality.,0
807,3,neutral about the quality.,0
808,5,very satisfied with the quality.,1
809,4,great value for money.,1
810,2,customer service was unhelpful.,0
811,4,fast delivery and great packaging.,1
812,1,customer service was unhelpful.,0
813,2,very disappointed with the quality.,0
814,3,works fine but could be better.,0
815,2,not worth the price.,0
816,1,very disappointed with the quality.,0
817,2,product stopped working after few days.,0
818,4,great value for money.,1
819,1,late delivery and poor packaging.,0
820,5,fast delivery and great packaging.,1
821,5,excellent product! exceeded expectations.,1
822,3,works fine but could be better.,0
823,1,late delivery and poor packaging.,0
824,5,great value for money.,1
825,5,great value for money.,1
826,1,late delivery and poor packaging.,0
827,5,excellent product! exceeded expectations.,1
828,5,very satisfied with the quality.,1
829,5,"amazing experience, highly recommend!",1
830,2,late delivery and poor packaging.,0
831,4,"amazing experience, highly recommend!",1
